Policy Number,Number of Vehicles,Average Age,Gender Dummy,Married Dummy,Avg Veh Age,Fuel Type Dummy,Losses
137758,3,65.1,1,0,2.5,1,640.5796391
104022,3,65.1,1,1,8.02,0,404.6254161
192432,3,42.4,1,1,8.02,0,386.2420903
178801,3,42.4,0,1,8.02,0,435.2699647
111032,3,42.4,1,1,2.5,1,804.6557167
129904,3,20.6,1,1,12.97,1,727.8987162
167082,3,42.4,0,0,8.02,0,302.6160105
114279,3,65.1,1,1,12.97,0,112.8720049
142688,3,42.4,0,1,2.5,1,591.6038049
110215,3,42.4,0,1,12.97,0,338.3345866
141726,3,42.4,1,1,8.02,1,538.7307087
164806,3,20.6,1,1,12.97,1,993.2333375
119216,3,42.4,0,0,8.02,0,331.1851862
194583,3,42.4,1,1,8.02,0,431.5077143
159313,3,20.6,0,0,8.02,0,417.5890389
192305,3,42.4,1,0,8.02,0,325.5070234
167737,3,20.6,1,1,2.5,1,1041.848121
122776,3,20.6,0,1,8.02,0,475.7604088
192764,3,65.1,1,0,12.97,0,24.11464048
124181,3,65.1,0,0,12.97,0,22.66043856
191067,3,65.1,0,0,12.97,0,66.48518655
105742,3,42.4,0,0,12.97,0,182.6407921
133136,3,42.4,1,0,2.5,0,446.1783716
153709,3,42.4,1,0,12.97,0,233.7902735
158699,3,42.4,0,0,8.02,0,332.4785656
194942,3,20.6,1,1,12.97,1,802.9377782
195808,3,65.1,0,1,2.5,0,372.3735452
188424,3,20.6,0,0,12.97,0,251.4617866
163497,3,42.4,0,1,2.5,1,524.9501759
161014,3,65.1,0,1,2.5,1,657.0786444
143116,3,65.1,0,1,12.97,0,135.1319574
100377,3,20.6,1,0,12.97,0,431.0177082
101430,3,42.4,0,0,12.97,0,192.2837667
172087,3,65.1,0,0,8.02,0,283.4877653
102897,3,65.1,1,0,2.5,1,581.1578264
176149,3,20.6,1,1,8.02,1,764.3609836
144067,3,20.6,0,0,12.97,0,329.8254579
180561,3,42.4,1,1,2.5,1,837.7117701
195967,3,42.4,1,1,2.5,1,539.7408509
120204,3,65.1,1,0,8.02,0,65.66019059
107598,3,42.4,0,1,12.97,0,196.1466007
124209,3,20.6,1,1,8.02,1,675.8663698
109075,3,42.4,1,0,2.5,1,681.3273614
181035,3,20.6,1,1,12.97,1,638.0311359
136117,3,42.4,0,1,12.97,0,268.48299
197611,3,65.1,0,0,8.02,0,238.3957425
151333,3,20.6,0,0,12.97,0,142.8980831
166361,3,42.4,0,1,12.97,0,280.9900694
195314,3,65.1,1,1,12.97,0,148.6890676
188572,3,65.1,1,0,12.97,0,141.1557738
117917,3,42.4,1,0,12.97,0,297.1587186
107730,3,42.4,1,0,2.5,1,651.1314961
147700,3,42.4,1,1,12.97,0,170.003943
146550,3,42.4,0,0,12.97,0,383.1808039
129197,3,42.4,0,1,2.5,1,699.0681192
187352,3,65.1,1,0,8.02,0,161.9351747
190415,3,20.6,0,1,8.02,1,537.3387366
101678,3,42.4,1,0,2.5,0,374.6334282
103479,3,65.1,0,1,2.5,1,732.8982638
119723,3,20.6,0,0,12.97,0,249.867441
108846,3,42.4,1,0,8.02,0,365.6165189
145597,3,20.6,1,1,12.97,0,426.7706397
126050,3,42.4,1,1,8.02,0,497.0919139
174839,3,20.6,1,1,8.02,1,625.0268
154357,3,20.6,0,1,12.97,0,366.1291161
129251,3,65.1,0,0,2.5,0,271.7119805
164980,3,42.4,1,1,12.97,0,245.3059375
168637,3,42.4,1,0,12.97,0,142.801774
167902,3,20.6,1,1,12.97,1,821.6369946
163334,3,42.4,1,1,12.97,0,144.8065927
191800,3,42.4,1,0,12.97,0,280.9519112
110469,3,42.4,0,0,2.5,0,350.4766253
169656,3,42.4,1,1,8.02,0,497.2943847
139399,3,65.1,0,1,8.02,0,202.4144153
101955,3,42.4,0,0,8.02,0,282.542256
137050,3,65.1,1,0,8.02,0,79.30528645
172541,3,42.4,1,1,2.5,1,638.1785514
173469,3,65.1,1,1,12.97,0,48.3477202
152066,3,42.4,1,1,12.97,0,180.3267926
180729,3,20.6,0,1,2.5,1,834.1661725
197772,3,20.6,0,1,12.97,0,373.0683159
117832,3,65.1,0,1,12.97,0,286.1335231
161510,3,42.4,1,0,12.97,0,246.0309156
194509,3,42.4,0,0,12.97,0,350.1605282
122165,3,42.4,1,0,12.97,0,137.9323284
116370,3,20.6,0,1,12.97,0,412.2243603
197622,3,20.6,0,1,12.97,0,345.617154
101708,3,42.4,1,0,12.97,0,377.8486606
124026,3,42.4,0,0,12.97,0,299.9212102
125408,3,42.4,0,1,2.5,1,602.261663
108388,3,42.4,1,0,2.5,0,479.0491104
118616,3,65.1,0,1,8.02,0,384.8580779
150806,3,20.6,1,0,2.5,1,1530.056899
198719,3,42.4,0,1,8.02,0,427.6283088
120355,3,20.6,1,0,12.97,0,212.1423656
167649,3,65.1,0,1,8.02,0,193.0191417
164654,3,65.1,1,1,8.02,0,52.81746327
162575,3,42.4,1,1,2.5,1,697.1630111
152934,3,20.6,1,0,12.97,0,231.5194537
183874,3,42.4,0,1,8.02,0,429.6147915
123965,3,20.6,0,0,8.02,0,306.7922108
194468,3,20.6,1,1,8.02,1,1092.341774
134039,3,65.1,0,1,2.5,0,184.5250104
121288,3,20.6,0,0,8.02,0,488.7621336
106493,3,65.1,1,1,8.02,0,299.1873834
197492,3,42.4,1,0,12.97,0,122.9422353
172391,3,20.6,0,0,8.02,0,244.1398636
186870,3,65.1,0,0,2.5,0,118.8829905
129185,3,20.6,1,0,2.5,1,610.3816365
104985,3,42.4,1,0,2.5,0,498.4484834
168444,3,42.4,0,0,8.02,0,311.4554159
115606,3,65.1,1,0,12.97,0,73.64012637
112474,3,65.1,1,1,8.02,0,453.0865876
114072,3,42.4,1,0,8.02,0,417.3312181
144500,3,65.1,0,0,2.5,0,231.1091174
160000,3,20.6,0,0,8.02,0,488.9296432
107218,3,20.6,0,1,12.97,0,337.9628924
114754,3,65.1,0,1,12.97,0,111.3062088
144763,3,42.4,1,1,8.02,0,478.4915536
135970,3,42.4,1,0,2.5,0,350.18656
118590,3,65.1,0,0,8.02,0,51.18918863
131029,3,65.1,1,1,8.02,0,213.2164678
134035,3,42.4,1,0,12.97,0,126.3580808
109389,3,65.1,0,1,8.02,0,357.6622667
101903,3,65.1,0,0,2.5,0,213.1146395
109455,3,65.1,1,0,2.5,0,350.342034
155866,3,20.6,0,1,2.5,1,518.0821154
144031,3,42.4,0,0,12.97,0,175.0369842
190451,3,65.1,1,1,8.02,0,287.3031558
145111,3,42.4,1,0,8.02,0,418.5033569
112671,3,65.1,1,1,12.97,0,217.6126794
101150,3,42.4,0,1,2.5,0,468.0946106
165481,3,65.1,0,1,12.97,0,27.26619006
109940,3,42.4,0,0,12.97,0,275.0114383
153190,3,65.1,0,1,8.02,0,228.4789443
143559,3,20.6,0,0,12.97,0,104.2250878
181021,3,42.4,0,0,2.5,1,520.9510609
157802,3,20.6,0,0,2.5,1,569.2346293
178088,3,20.6,0,1,8.02,0,448.0370161
137463,3,42.4,1,1,8.02,0,468.6082087
107621,3,42.4,1,0,12.97,0,300.211206
126568,3,20.6,1,1,8.02,1,884.7424128
159773,3,42.4,1,0,12.97,0,198.4209969
192497,3,42.4,0,0,8.02,0,319.79676
152164,3,42.4,0,0,12.97,0,183.8856392
136546,3,42.4,0,0,2.5,0,425.718669
142865,3,65.1,0,0,8.02,0,148.8466413
165076,3,42.4,0,1,8.02,0,479.7233194
179582,3,20.6,0,0,8.02,0,416.4371054
187305,3,20.6,1,1,12.97,1,1095.189428
101039,3,42.4,0,1,8.02,0,442.700593
108894,3,42.4,0,1,8.02,0,422.8974879
146163,3,65.1,1,0,8.02,0,143.6831371
167077,3,20.6,1,1,12.97,1,910.9480966
104035,3,65.1,1,0,8.02,0,262.981783
172571,3,20.6,1,1,8.02,1,737.570523
182111,3,20.6,0,1,12.97,0,292.240232
178887,3,42.4,0,0,2.5,0,395.2845173
113601,3,20.6,0,1,8.02,0,485.9079225
147849,3,42.4,1,0,12.97,0,129.0761649
131071,3,20.6,1,0,12.97,0,268.1598164
123722,3,42.4,0,0,8.02,0,313.1865975
137414,3,65.1,1,0,2.5,0,465.2157485
116418,3,42.4,0,1,2.5,1,665.5022843
189519,3,65.1,0,1,8.02,0,201.3937545
175647,3,20.6,0,1,2.5,1,994.4812481
197834,3,65.1,1,1,2.5,0,55.93426459
169199,3,42.4,1,0,2.5,0,459.0836351
113891,3,42.4,0,1,8.02,0,375.9411608
172044,3,42.4,1,0,2.5,1,729.4560945
190606,3,65.1,1,1,2.5,0,179.8658272
129268,3,42.4,0,0,2.5,1,558.8847208
131441,3,42.4,0,0,8.02,0,312.0352054
132014,3,42.4,1,0,8.02,0,345.6061938
120085,3,65.1,1,1,8.02,0,335.8138914
160816,3,42.4,0,0,12.97,0,158.5750712
171040,3,20.6,0,0,12.97,0,149.4781184
170672,3,42.4,1,1,8.02,0,422.4733447
198272,3,42.4,1,0,12.97,0,376.384769
145325,3,42.4,0,0,2.5,0,455.4233876
103525,3,65.1,1,0,8.02,0,279.3915976
147832,3,65.1,1,1,8.02,0,269.5615653
107916,3,42.4,1,1,2.5,1,524.0265757
184395,3,20.6,0,0,12.97,0,314.748963
110232,3,65.1,1,0,2.5,0,442.0778924
113189,3,20.6,0,1,2.5,1,747.4044981
188544,3,20.6,0,1,12.97,0,451.2899392
121587,3,65.1,1,0,2.5,0,439.8757049
151315,3,42.4,0,0,2.5,0,354.5941095
136543,3,65.1,0,0,2.5,0,45.03801412
134959,3,42.4,1,0,12.97,0,142.5220495
125564,3,20.6,0,0,2.5,1,595.3860883
162681,3,42.4,0,1,8.02,0,491.5678067
148896,3,20.6,1,0,2.5,1,1121.163062
169265,3,42.4,0,0,8.02,0,339.9036379
158944,3,65.1,0,0,8.02,0,190.5703824
136928,3,42.4,0,1,12.97,0,174.3786518
186031,3,42.4,0,1,8.02,0,394.6427341
191928,3,20.6,0,1,12.97,1,700.5392738
185211,3,20.6,1,0,12.97,0,361.9234501
142508,3,42.4,0,0,12.97,0,264.1574614
121362,3,20.6,1,1,8.02,1,1101.32202
193423,3,42.4,1,1,12.97,0,384.3913073
180312,3,65.1,0,0,8.02,0,36.120624
177284,3,65.1,1,0,8.02,0,332.5415902
109023,3,42.4,1,1,2.5,1,557.7715797
141656,3,42.4,0,1,8.02,0,470.6396289
192946,3,65.1,1,1,12.97,0,62.21317163
124057,3,42.4,1,1,8.02,0,432.0578807
159760,3,65.1,0,1,12.97,0,280.6973636
109252,3,42.4,0,0,2.5,0,453.9322856
123863,3,20.6,0,1,12.97,1,503.171863
106094,3,42.4,1,1,12.97,0,353.4471605
123972,3,20.6,1,0,12.97,0,460.7552001
124235,3,65.1,1,1,2.5,0,73.11737859
188783,3,20.6,0,0,12.97,0,336.5965323
179546,3,65.1,1,1,8.02,0,101.6246447
127481,3,20.6,1,0,12.97,0,175.4484132
138015,3,65.1,0,1,2.5,0,198.3613213
173187,3,65.1,0,0,12.97,0,123.6269694
113124,3,65.1,0,1,8.02,0,37.79738698
179648,3,42.4,0,1,8.02,0,439.1101835
171138,3,65.1,0,1,2.5,0,428.1292276
129182,3,42.4,0,1,2.5,1,502.5834979
152166,3,42.4,0,1,12.97,0,367.4196531
164351,3,42.4,1,0,12.97,0,363.2213957
131254,3,42.4,0,1,8.02,0,327.0172654
185353,3,20.6,0,1,12.97,0,385.0272885
170525,3,42.4,0,0,2.5,1,513.8101821
184072,3,42.4,1,1,2.5,1,699.5215605
172870,3,42.4,1,0,2.5,0,447.8064522
185315,3,20.6,0,1,12.97,0,402.6410592
189720,3,42.4,1,0,2.5,1,504.8083705
117289,3,42.4,0,1,8.02,0,428.7595533
154282,3,20.6,1,1,8.02,1,960.0839428
101872,3,42.4,1,1,12.97,0,347.6765338
140800,3,65.1,1,0,12.97,0,31.95768318
139395,3,42.4,1,0,12.97,0,266.5304811
126793,3,42.4,0,0,2.5,0,449.230989
185584,3,20.6,1,1,12.97,1,671.5744658
105905,3,42.4,1,0,12.97,0,157.1967172
161289,3,20.6,0,1,12.97,0,450.0590681
143177,3,20.6,0,0,8.02,0,394.7197409
132671,3,65.1,1,1,8.02,0,331.6892866
132357,3,65.1,1,1,2.5,0,390.7584802
167093,3,42.4,0,0,2.5,0,362.0445498
132929,3,20.6,1,1,12.97,0,318.4263663
164320,3,20.6,0,0,12.97,0,131.9561189
118385,3,20.6,1,0,12.97,0,485.739117
100776,3,65.1,1,0,2.5,0,212.4583193
102932,3,65.1,0,1,8.02,0,399.0043001
123646,3,42.4,1,1,12.97,0,331.0453792
138404,3,42.4,1,1,8.02,0,484.5409196
185260,3,65.1,0,0,2.5,0,50.60141328
100862,3,42.4,0,1,8.02,0,419.5318237
158436,3,65.1,0,0,8.02,0,237.6977683
173983,3,42.4,0,1,8.02,0,448.6032097
178261,3,42.4,1,0,12.97,0,166.3781897
133292,3,42.4,1,0,8.02,0,366.8421072
194379,3,42.4,1,0,12.97,0,201.6146841
157310,3,20.6,1,1,12.97,1,781.0661993
193871,3,42.4,0,0,8.02,0,343.1851723
137892,3,42.4,1,1,8.02,0,402.3655839
161195,3,65.1,0,1,8.02,0,204.455335
151694,3,42.4,0,0,12.97,0,163.9311136
117721,3,42.4,0,1,2.5,0,497.5374821
193055,3,42.4,0,1,2.5,1,974.0050128
126689,3,20.6,1,0,12.97,0,156.0473375
137132,3,20.6,0,1,12.97,0,303.9224718
118865,3,42.4,0,0,12.97,0,232.9513357
186249,3,20.6,1,0,12.97,1,531.285276
119170,3,65.1,1,1,8.02,0,80.09244893
166926,3,42.4,0,0,8.02,0,313.334855
130092,3,65.1,0,0,8.02,0,183.5908763
149666,3,65.1,0,1,8.02,0,314.3065782
116764,3,65.1,0,0,8.02,0,75.20657542
146238,3,20.6,0,1,12.97,0,372.8354284
169685,3,42.4,1,0,2.5,1,639.7393753
143638,3,42.4,0,0,12.97,0,209.7641275
162563,3,20.6,0,1,2.5,1,856.298933
168051,3,65.1,1,0,8.02,0,334.48129
135689,3,20.6,0,0,12.97,0,181.1828705
184410,3,42.4,0,0,12.97,0,303.7557202
188629,3,20.6,1,0,12.97,0,415.8954178
104183,3,20.6,0,1,12.97,0,317.7531429
116597,3,42.4,0,0,8.02,0,340.9616183
104293,3,20.6,1,0,12.97,0,310.2675403
191981,3,42.4,0,1,2.5,0,368.5908459
128541,3,42.4,0,0,12.97,0,289.7942597
157339,3,20.6,0,0,12.97,0,249.873609
174299,3,42.4,0,0,2.5,0,485.0029454
191839,3,20.6,1,1,12.97,1,800.8220074
165056,3,42.4,1,0,8.02,0,346.8444477
124924,3,20.6,0,0,12.97,0,93.08350236
138691,3,20.6,0,0,12.97,0,215.7950525
145500,3,65.1,1,0,8.02,0,132.5846809
163832,3,20.6,0,0,12.97,0,139.1990263
148118,3,20.6,0,1,12.97,0,481.6609542
117234,3,42.4,1,0,12.97,0,271.2293863
155735,3,42.4,1,0,2.5,1,655.2306971
168375,3,42.4,1,1,8.02,0,441.2537341
103746,3,42.4,1,0,8.02,0,424.0797025
147256,3,20.6,0,0,8.02,0,440.489178
135237,3,20.6,1,0,12.97,0,471.764284
194939,3,20.6,1,1,12.97,1,1023.411106
114951,3,20.6,1,1,8.02,1,797.7268973
163057,3,42.4,1,1,12.97,0,236.5273888
100120,3,20.6,0,1,12.97,0,352.3418282
187381,3,65.1,1,0,2.5,0,339.4783345
193281,3,65.1,1,1,2.5,0,291.3963704
162321,3,20.6,1,1,8.02,1,977.5152074
135351,3,42.4,0,0,12.97,0,215.938831
167898,3,42.4,0,0,8.02,0,287.0311919
118451,3,42.4,1,1,12.97,0,277.2942155
193856,3,20.6,1,0,12.97,0,280.8443506
149337,3,65.1,0,0,2.5,0,413.889962
126732,3,20.6,0,0,12.97,0,259.2170314
190896,3,42.4,1,0,2.5,1,532.7518908
133265,3,42.4,1,0,8.02,0,340.8087636
166908,3,65.1,1,0,12.97,0,142.3332636
169364,3,42.4,0,0,12.97,0,357.7439843
157902,3,20.6,1,0,12.97,0,482.3618892
140861,3,65.1,1,1,8.02,0,390.6774964
135590,3,42.4,1,0,8.02,0,360.9738576
146149,3,65.1,0,1,8.02,0,110.8961699
170569,3,42.4,0,0,8.02,0,332.6400036
196797,3,65.1,0,0,2.5,0,172.8255983
158222,3,42.4,1,0,12.97,0,249.4177861
155733,3,42.4,1,1,8.02,0,454.8720816
192847,3,42.4,0,0,8.02,0,335.1623482
178352,3,42.4,0,1,2.5,1,788.7316684
149696,3,42.4,1,0,12.97,0,139.4895176
179951,3,65.1,0,0,12.97,0,28.03244612
113843,3,42.4,1,1,2.5,1,555.0565883
140900,3,42.4,0,1,2.5,1,682.37381
121313,3,20.6,1,0,8.02,1,724.3219304
116001,3,20.6,0,1,12.97,0,286.6977228
113398,3,65.1,0,1,8.02,0,103.9977882
137393,3,20.6,1,1,12.97,1,798.1434548
182064,3,20.6,1,0,12.97,0,329.2631006
195788,3,42.4,0,0,2.5,0,368.2570687
176110,3,42.4,1,0,8.02,0,424.2184833
117725,3,20.6,0,0,12.97,0,333.5899085
179254,3,42.4,1,0,8.02,0,374.9234889
120050,3,42.4,0,1,8.02,0,384.1628919
105783,3,20.6,1,0,12.97,0,251.0801107
151706,3,20.6,0,1,12.97,0,321.7816892
122640,3,42.4,0,1,8.02,0,448.2246201
102681,3,42.4,1,0,12.97,0,301.9860187
157361,3,42.4,0,1,8.02,0,392.482767
158706,3,42.4,0,1,8.02,0,471.6810004
139329,3,20.6,1,0,12.97,0,265.1746075
119693,3,65.1,0,0,8.02,0,35.65714861
144348,3,42.4,1,1,2.5,1,742.4066248
160894,3,65.1,0,0,12.97,0,121.0487195
141965,3,65.1,1,0,8.02,0,175.2508525
178173,3,42.4,1,0,2.5,1,657.0095861
164494,3,42.4,0,0,12.97,0,308.0832138
179870,3,20.6,1,0,8.02,1,634.1466141
142091,3,20.6,0,1,12.97,0,342.8773162
101160,3,20.6,1,0,8.02,1,717.6696252
130030,3,65.1,1,0,2.5,0,452.2534672
136668,3,42.4,0,1,8.02,0,378.397866
103087,3,42.4,0,1,8.02,0,383.9293078
129841,3,20.6,0,0,12.97,0,284.0776759
115723,3,42.4,1,0,8.02,0,339.1913977
104612,3,65.1,1,0,8.02,0,278.6703519
153210,3,65.1,1,0,2.5,0,71.75612159
147650,3,20.6,1,1,12.97,1,750.7100354
145841,3,65.1,1,0,2.5,0,109.1431196
116743,3,42.4,0,0,12.97,0,185.3279228
179399,3,65.1,1,1,2.5,0,355.4420655
146398,3,65.1,0,1,8.02,0,45.15699617
181584,3,42.4,1,1,8.02,0,466.4344497
147346,3,20.6,1,1,2.5,1,1709.307889
169431,3,42.4,0,1,12.97,0,219.2675302
196074,3,42.4,1,0,2.5,1,664.2565449
196969,3,20.6,1,1,12.97,1,686.5275682
136623,3,20.6,1,1,12.97,1,821.9540619
158363,3,42.4,0,1,8.02,0,426.3416661
144165,3,42.4,1,0,12.97,0,217.088508
127896,3,20.6,1,0,12.97,1,681.9643691
141788,3,65.1,0,1,12.97,0,142.4226098
141606,3,42.4,1,0,12.97,0,203.321005
176773,3,42.4,1,1,8.02,0,427.3192717
156049,3,42.4,1,0,2.5,1,710.8187758
135046,3,65.1,0,1,12.97,0,367.119913
191373,3,20.6,1,0,12.97,0,336.5321866
178696,3,42.4,1,0,8.02,0,343.7715996
150281,3,20.6,1,1,12.97,1,958.4658194
100227,3,65.1,1,0,8.02,0,331.0056722
101639,3,42.4,1,1,12.97,0,281.3557517
175012,3,65.1,1,1,2.5,0,387.7001867
117652,3,20.6,0,1,12.97,0,405.773486
102815,3,65.1,1,1,8.02,0,76.52820295
173908,3,20.6,1,1,12.97,1,514.2703663
120726,3,20.6,1,0,8.02,1,660.7046752
128217,3,65.1,0,0,2.5,0,495.6786828
183476,3,65.1,1,1,8.02,0,291.3569076
173602,3,65.1,0,0,12.97,0,108.1910087
121437,3,42.4,1,1,12.97,0,216.5253736
159308,3,20.6,1,1,8.02,1,1065.366034
179057,3,42.4,0,0,8.02,0,303.4466458
166442,3,42.4,1,0,8.02,0,357.8847715
157311,3,42.4,0,0,2.5,0,383.3741104
119555,3,65.1,0,0,8.02,0,217.63747
133990,3,20.6,0,1,12.97,0,363.822959
163909,3,65.1,0,1,12.97,0,247.6704538
144222,3,20.6,0,0,12.97,0,213.634549
112284,3,20.6,1,0,8.02,1,672.4982295
130097,3,42.4,1,0,2.5,1,607.5414533
148188,3,42.4,0,1,2.5,1,690.0031162
100369,3,20.6,1,1,12.97,0,269.4409717
173181,3,65.1,0,1,8.02,0,402.7977956
154758,3,20.6,0,0,2.5,1,512.2381967
165865,3,42.4,1,1,12.97,0,222.8133474
170980,3,42.4,0,1,8.02,0,392.6355064
105772,3,20.6,1,1,8.02,1,868.3792568
128200,3,20.6,1,0,8.02,1,517.7877526
146676,3,20.6,1,1,8.02,1,1073.046511
158468,3,42.4,0,1,12.97,0,165.7243499
162610,3,42.4,0,0,8.02,0,369.048159
108969,3,65.1,0,0,8.02,0,185.723881
142373,3,42.4,1,0,12.97,0,278.7566055
111185,3,65.1,1,0,2.5,0,169.6031021
162490,3,42.4,0,1,8.02,0,401.3908712
127839,3,42.4,0,1,2.5,1,641.0551113
111533,3,42.4,1,0,2.5,1,699.051582
114987,3,20.6,0,1,12.97,1,609.7680208
147782,3,42.4,1,1,8.02,0,412.6409725
175351,3,42.4,1,0,2.5,0,494.7170351
111622,3,20.6,1,0,8.02,1,801.4144112
135979,3,20.6,1,0,2.5,1,906.2718078
171857,3,65.1,0,0,2.5,0,133.5505717
155859,3,42.4,1,1,8.02,1,503.4558814
190584,3,42.4,1,1,12.97,0,334.0226029
140546,3,42.4,0,0,2.5,0,435.6444132
196645,3,65.1,0,0,12.97,0,89.30299607
109075,3,42.4,0,0,8.02,0,367.6105839
138848,3,65.1,1,0,2.5,0,261.933688
140780,3,65.1,1,1,2.5,0,93.56574673
159893,3,65.1,1,1,12.97,0,51.29370383
177987,3,42.4,1,0,8.02,0,350.1702777
126428,3,20.6,0,1,12.97,0,407.353849
150503,3,42.4,0,0,12.97,0,296.3172017
165484,3,20.6,1,0,12.97,0,266.856939
186930,3,42.4,0,0,2.5,1,541.5014923
137017,3,65.1,0,1,2.5,0,371.1505459
168181,3,42.4,0,1,12.97,0,190.2790812
104224,3,42.4,0,1,2.5,1,553.2323994
103527,3,42.4,1,1,12.97,0,455.7566006
143175,3,65.1,0,0,12.97,0,159.7829766
160458,3,65.1,0,1,2.5,0,205.8680136
113580,3,65.1,1,1,8.02,0,184.9488906
168237,3,20.6,1,1,12.97,1,831.7622185
123350,3,42.4,1,1,2.5,1,813.5079191
193053,3,65.1,0,0,12.97,0,74.67838008
187663,3,42.4,0,1,2.5,1,558.9101034
133506,3,20.6,1,0,12.97,0,444.3421521
175202,3,20.6,0,0,12.97,0,288.6727542
197366,3,65.1,1,0,12.97,0,34.78307855
171489,3,42.4,1,1,8.02,0,464.475188
140999,3,42.4,1,1,2.5,1,594.2272725
166005,3,42.4,1,1,12.97,0,289.8098663
110692,3,42.4,0,1,12.97,0,353.4119788
175602,3,42.4,0,0,12.97,0,166.1118462
107899,3,65.1,1,1,2.5,0,338.4848283
180489,3,20.6,0,0,12.97,0,354.4080467
151187,3,42.4,0,1,8.02,1,513.3494544
111468,3,65.1,1,0,2.5,0,56.94671486
133915,3,65.1,1,1,8.02,0,40.80796448
139613,3,42.4,1,1,2.5,1,562.8152316
120469,3,42.4,1,1,8.02,0,448.2765204
162070,3,20.6,0,0,12.97,0,156.6293566
114343,3,65.1,1,0,2.5,0,149.4906992
182409,3,65.1,0,0,12.97,0,17.41813348
128035,3,65.1,0,0,8.02,0,184.5360255
197010,3,42.4,0,0,8.02,0,330.4307178
145513,3,20.6,0,1,12.97,0,327.3226285
143794,3,42.4,1,0,8.02,0,362.174745
177244,3,65.1,1,0,8.02,0,238.9792737
182860,3,65.1,1,1,8.02,0,451.8541201
175646,3,42.4,0,0,8.02,0,297.6731318
121994,3,65.1,1,1,12.97,0,131.122573
157067,3,65.1,1,1,8.02,0,385.7580268
102488,3,42.4,0,0,2.5,0,451.8802037
174797,3,65.1,0,1,12.97,0,137.9224414
198805,3,20.6,0,1,12.97,1,665.824362
106686,3,42.4,0,1,8.02,0,394.5028092
139734,3,42.4,1,1,12.97,0,212.0380752
118324,3,20.6,1,1,12.97,0,329.155451
136055,3,65.1,1,1,8.02,0,84.41738979
149148,3,42.4,0,0,2.5,1,617.1545058
197807,3,20.6,1,0,12.97,0,420.1144297
154972,3,20.6,0,0,12.97,0,330.1407156
133010,3,42.4,0,0,12.97,0,140.1734136
161838,3,20.6,0,1,12.97,0,294.6289145
105095,3,42.4,0,0,8.02,0,335.9916574
109716,3,20.6,0,0,8.02,0,467.1826494
165265,3,20.6,0,0,12.97,0,381.3569653
129120,3,20.6,0,0,12.97,0,442.763682
123218,3,20.6,1,0,12.97,1,558.1666236
105292,3,42.4,1,1,12.97,0,463.8873235
165507,3,65.1,0,0,2.5,0,462.6231671
137426,3,65.1,0,1,8.02,0,292.7373979
118154,3,20.6,0,0,12.97,0,168.8458668
132732,3,65.1,0,0,12.97,0,12.53452056
116736,3,65.1,1,0,8.02,0,317.1926179
119901,3,20.6,1,1,12.97,1,716.0003598
199077,3,65.1,1,0,2.5,0,182.021842
134074,3,20.6,0,1,8.02,1,662.3114573
114544,3,42.4,0,1,8.02,0,340.5382002
140847,3,65.1,0,0,2.5,0,96.66775288
162793,3,65.1,0,1,12.97,0,112.1463546
169241,3,65.1,1,0,8.02,0,317.2252761
173586,3,42.4,0,0,8.02,0,297.2306529
118254,3,20.6,0,1,12.97,0,398.1277997
102037,3,42.4,0,0,2.5,1,631.3156236
195444,3,65.1,0,0,2.5,0,242.0480509
162671,3,65.1,0,0,2.5,0,305.0065965
105450,3,65.1,0,1,8.02,0,371.3811134
145037,3,65.1,1,1,8.02,0,50.6039284
121949,3,20.6,0,1,8.02,1,686.5084197
119213,3,65.1,1,1,12.97,0,75.09425088
166839,3,65.1,0,0,12.97,0,77.93429821
135709,3,42.4,0,0,2.5,0,364.3623789
116125,3,42.4,0,0,12.97,0,329.2734723
147114,3,65.1,1,1,8.02,0,109.3752692
167839,3,65.1,0,1,12.97,0,110.6013722
128354,3,42.4,0,0,12.97,0,351.0509605
102493,3,20.6,1,0,12.97,1,531.217548
191306,3,65.1,0,1,8.02,0,287.2942512
191015,3,20.6,0,0,8.02,0,216.229611
195891,3,20.6,0,1,12.97,0,269.4477175
166014,3,42.4,0,0,8.02,0,371.6455345
138164,3,42.4,0,0,2.5,0,365.5685813
120963,3,42.4,1,0,8.02,0,398.6416823
169134,3,20.6,1,0,12.97,0,499.8436639
163308,3,20.6,0,0,12.97,0,313.8382522
163114,3,42.4,1,1,2.5,1,615.2764216
196186,3,65.1,0,1,8.02,0,237.4477042
169967,3,65.1,0,0,2.5,0,219.3331213
190389,3,20.6,0,1,12.97,0,217.1717344
142734,3,42.4,0,1,8.02,0,367.304245
137845,3,65.1,0,1,2.5,0,403.1558398
157023,3,42.4,1,0,8.02,0,385.3041485
109757,3,65.1,0,1,8.02,0,270.8397673
116386,3,42.4,1,1,2.5,1,642.3640407
132872,3,42.4,0,0,8.02,0,368.6544117
111788,3,65.1,1,1,12.97,0,221.2165216
154012,3,20.6,1,1,8.02,1,635.3993034
181560,3,20.6,0,1,2.5,1,683.5334385
128685,3,20.6,1,1,8.02,1,1063.703625
156707,3,20.6,0,0,12.97,0,199.3309369
111812,3,65.1,1,0,8.02,0,122.4011314
163390,3,20.6,0,0,12.97,0,192.0896525
128869,3,65.1,1,0,2.5,0,290.025022
129830,3,42.4,1,1,2.5,1,582.0355859
139290,3,65.1,0,1,12.97,0,151.7419694
147689,3,20.6,1,1,12.97,1,886.4901177
